"","x"
"957","WATCH: President Duterte addresses the nation on COVID-19

Here are the highlights:

- Duterte says classes remain suspended in all levels in Metro Manila until April 12, 2020

"
"958","Philippines' Duterte announces containment measures in Manila to fight COVID-19 "
"959","Philippines' Duterte announces containment measures in Manila to fight COVID-19 "
"960","It's so heartbreaking to see Filipinos giving more attention on Pres. Duterte's cough and giving political issue for his actions during the nation address tonight rather than listening to his advices for the nation's fight against COVID-19.

""Poor Philippines!"""
"961","Duterte addresses the nation: Do not panic. The crisis is very, very clear. COVID 19 is spreading all over the country. | via "
"962","BREAKING: Duterte suspends classes in Metro Manila until March 14 as he announces additional COVID-19 cases in the country, now at 24.

LIVE updates: "
"963","BREAKING NEWS: President Rodrigo Duterte suspends land, air, and sea travel to and from Metro Manila amid the rising number of "
"964","- Philippines to restrict travelers from countries with local transmissions of COVID-19. 
 - President Duterte says the AFP and PNP may be called on to help enforce the provisions recommended by the inter-agency task force, but this is not martial law. 

++

"
"965","for Hubei province.
•Duterte said that Chinese President Xi Jin-Ping wrote him a letter that they are willing to help the Philippines on combating COVID-19.
•Duterte: everything is placed in jeopardy.
•THERE WILL BE NO LOCKDOWN."
"966","Duterte is such a stressor. Potential cause of heart attack! 

Is he aware that he is the President of the Philippines?! Does he know that we expect a reliable leadership during this kind of crisis we are facing with Covid-19? <U+0001F937><U+0001F3FB><U+200D><U+2640><U+FE0F><U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F><U+0001F645><U+0001F3FB><U+200D><U+2640><U+FE0F>"
"967","JUST IN: President Duterte declares CODE RED Sublevel 2 due to rising cases coronavirus disease (COVID-19). 

Source: Presidential Communications (Government of the Philippines) FB, Philippine Emergency Alerts "
"968","Duterte asking help from China on managing the COVID-19 Crisis in the Philippines. China... the origin of this global pandemic. <U+0001F480>"
"969","President Rodrigo Duterte just declared a lockdown of Metro Manila amid rising cases of coronavirus in the Philippines. Travel to and from the region and mass public gatherings will be banned.

"
"970","So far in duterte's address/presscon: 
""Philippines is now in Covid-19 code red alert sub level 2"" 
""Class suspension for metro manila in all levels are until April 12"""
"971","CNN Philippines - BREAKING: President Rodrigo Duterte... "
"972","Now The President of The Republic of the Philippines Rodrigo Roa Duterte
About the Covid 2019 Virus

"
"973","President Rodrigo Duterte has officially declared a state of public health emergency throughout the Philippines amid the rising number of confirmed cases of the coronavirus disease (COVID-19).

STORY: "
"974","Malacañang reiterated that the Philippines is more than capable of fighting the coronavirus disease (COVID-19). 

STORY:"
"975","Duterte: The crisis is very very clear. "
"976","BREAKING: Malacañang now LIVE. Duterte to address in a few regarding COVID-19 pandemic. | via CNN Philippines/RTVM "
"977","Metro Manila (CNN Philippines, March 12) — President Rodrigo Duterte will address the public Thursday night amid the rising cases of coronavirus disease or COVID-19 in the country.

"
"978","Brothers, let's all be updated and safe. 

CNN Philippines: Duterte to address nation tonight amid COVID-19 pandemic.
"
"979","Philippines President Rodrigo Duterte to address nation tonight amid COVID-19 pandemic
 "
"980","We best pray China recovers fast from Covid-19, Philippines is not equipt enough to control this shit.... I hope Duterte's ass kissing the Chinese government isn't in vain and they help us recover."
"981","President Rodrigo Roa Duterte will be addressing the public later at 6:30 PM amid the Philippines' on-going fight against the spread of COVID-19."
"982","READ: President Duterte’s Proclamation 922 declaring a state of public health emergency in the Philippines in response to the threat of the coronavirus disease (COVID-19). Duterte signed the proclamation on Monday. "
"983","Philippines: Partido Lakas ng Masa statement on Duterte's declaration of a state of public health emergency over COVID-19 "
"984","Philippines President Rodrigo Duterte will undergo testing for the COVID-19 disease while he does not have symptoms, Senator Christopher Lawrence Go said on Thursday "
"985","The peso and stocks also fell amid lockdowns to disinfect offices. "
"986","In the Philippines alone, the number of COVID-19 cases surged to 49 as of Wednesday, up more than eight times in the past four days. "
"987","Actually I blame these 3 for the spread of covid-19 in the Philippines: Duterte, Locsin and Duque. Why Locsin? Dr. Wenliang warned on Weibo in December and the Chinese gov't knew about covid-19 in early December. Why didn't the Philippine Embassy in China inform Duterte early on?"
"988","Hoy mga Haters ni Pres Duterte<U+203C><U+FE0F> the Covid 19 is a GLOBAL PANDEMIC not only in the Philippines, blaming the Pres wont help solve the Covid 19. Its abt time na maging POSITIVE naman kayo, sa abroad we dont blame our Pres why we have COVID-19. My Gosh, PRAY nalang tayo dapat!"
"989","JUST IN: President Rodrigo Duterte and Senator Bong Go will get tested for COVID-19 after government officials decided to undergo self-quarantine.

"
"990","JUST IN: President Duterte confirms that there are now 24 cases of Coronavirus Disease (COVID-19) in the Philippines.

The president also said that the patients are from West Crame, San Juan; Sta. Maria, Bulacan; and Project 6, Quezon City

"
"991","JUST IN: President Rodrigo Roa Duterte suspends classes in ALL LEVELS, BOTH PUBLIC AND PRIVATE in the WHOLE NATIONAL CAPITAL REGION (NCR) due to Coronavirus Disease (COVID-19) until March 14, 2020.

"
"992","BREAKING: President Rodrigo Duterte and Senator Bong Go will get tested for COVID-19 after several Cabinet members go on self-quarantine due to the virus. | via CNN Philippines"
"993","President Rodrigo Duterte has issued a proclamation formally declaring a state of public health emergency throughout the Philippines after the health department reported the first known local transmission of the new coronavirus disease (Covid-19).

"
"994","I am sorry, but so far the "
"995","The continued rise in the number of confirmed COVID-19 cases in the Philippines prompted President Duterte to suspend classes in Metro Manila until March 14, 2020. Some mayors and governors also announced class suspensions and urged school personnel to disinfect their campuses."
"996","President Duterte said the latest patients who tested positive for the disease came from West Crame in San Juan, Santa Maria in Bulacan and Project 6 in Quezon City. "
"997","Malacañang reiterated that the Philippines is more than capable of fighting the coronavirus disease (COVID-19).
"
"998","President Duterte declared a State of Public Health Emergency throughout the Philippines to address the Covid-19 threat.
"
"999","President Duterte has placed the country under a State of Public Health Emergency following the confirmation of local COVID-19 transmission.
"
"1000","This is in compliance to Proclamation No. 922 signed by President Rodrigo Roa Duterte declaring a State of Public Health Emergency throughout the Philippines and calling for the implementation of urgent, critical measures to contain the spread of COVID-19."
"1001","How many times did duterte describe the Philippines as ""this fucking country"" in his press con on Covid 19? 
I counted he said it twice."
"1002","President Rodrigo Duterte had signed Proclamation No. 922 last March 8 declaring the Philippines to be under the State of  Public Health Emergency amidst the rising number of COVID-19 cases in the country.

"
"1003","Overheard:

As the Philippines deals with the CoVid-19, the ""no handshake policy"" will be strictly implemented, with the handshake being replaced by the Duterte fist bump as standard greeting.

<U+0001F44A><U+0001F44A><U+0001F44A>"
"1004","Coronavirus: Health Secretary Denies 2nd COVID-19 Death In Philippines
"
"1005","President Rodrigo Duterte has put the Philippines under a state of public health emergency to prevent the spread of the COVID-19 infections after local disease transmissions have been reported by the authorities. "
"1006","MANILA – President Rodrigo Duterte has issued a proclamation formally declaring a state of public health emergency throughout the Philippines after the health department reported the first known local transmission of the new coronavirus disease (Covid-19… "
"1007","Pres. Duterte officially declares state of public health emergency due to COVID-19 | [HD] Stream on any OS "
"1008","President Rodrigo Roa Duterte has declared a Public Health Emergency throughout the Philippines due to COVID-19. The said declaration will enable a whole of government response  to mitigate its effect and impact on the country and its people.

"
"1009","Duterte, in his press briefing last night, called out against xenophobia against the Chinese then at the latter part of the pres briefing called Middle Easterners ""g*go"" and they deserved raw yung bubonic plague?? I kennat this President. 

"
"1010","At 74, Duterte is in a vulnerable age group for COVID-19, which has proven particularly harmful in older people with pre-existing conditions.

"
"1011","Duterte rejects Metro Manila coronavirus lockdown for now "
"1012","President Rodrigo Duterte signed Proclamation No. 922, which declares a State of Public Health Emergency throughout the Philippines in light of confirmed local transmission cases of COVID-19.

"
"1013","Philippines’ Duterte declares public health emergency to curb COVID-19 "
"1014","In one of his speeches, duterte told d people not to worry about corona virus/covid. He said d Philippines has enough money to counter this threat (as if we can bribe covid so it won’t come to d Philippines<U+0001F61C>). So now, why is this govt planning to borrow? "
"1015","At 74, Duterte is in a vulnerable age group for COVID-19, which has proven particularly harmful in older people with pre-existing conditions.

"
"1016","BREAKING: President Rodrigo Duterte says there are four additional cases of COVID-19 in the Philippines bringing to a total of 24 cases as of March 9, 2020. "
"1017","JUST IN: President Rodrigo Roa Duterte suspends classes in ALL LEVELS, BOTH PUBLIC AND PRIVATE in the WHOLE NATIONAL CAPITAL REGION (NCR) due to Coronavirus Disease (COVID-19) until March 14, 2020.

"
"1018","As of Monday, the Philippines has recorded 20 confirmed cases of COVID-19, which was caused by the virus called SARS-CoV2.

President Rodrigo Duterte has placed the country under a state of public health emergency to help contain the spread of the disease.

---DEPUTA"
"1019","A “no-touch” policy on President Rodrigo Duterte and the first family will be implemented to minimize the risk from the covid-19

"
"1020","President Rodrigo Roa Duterte has declared a Public Health Emergency throughout the Philippines due to COVID-19. The said declaration will  enable a whole of government response  to mitigate its effect and impact on the country and its people.

"
"1021","President Rodrigo Roa Duterte has declared a Public Health Emergency throughout the Philippines due to COVID-19. The said declaration will enable a whole of government response  to mitigate its effect and impact on the country and its people.

"
"1022","A storm is brewing—China’s tightening grip on the Philippines, COVID-19, the destruction of our military alliances—and the Duterte administration has proven itself as either incapable of handling the storm or aggravating it. This is the beginning of the end."
"1023","President Rodrigo Duterte has issued a proclamation formally declaring a state of public health emergency throughout the Philippines after the health department reported the first known local transmission of the new coronavirus disease (Covid-19).

"
"1024","JUST IN: President Rodrigo Duterte signs Proclamation No. 922, which places the Philippines in a state of public health emergency due to the outbreak of COVID-19.

via "
"1025","Just in: President Duterte signs Proclamation no. 922, which declares a state of public health emergency in the Philippines due to COVID-19. "
"1026","BREAKING NEWS: 

President Rodrigo Duterte has issued Proclamation No. 922 declaring a state of public health emergency all over the Philippines following several cases of local transmission of novel coronavirus (COVID-19). "
"1027","Philippines President Duterte declares a state of public health emergency in the Philippines due to the Covid-19 - GMA News"
"1028","Philippines President Duterte declares a state of public health emergency in the Philippines due to the Covid-19 - GMA News"
"1029","Just in: President Duterte signs Proclamation no. 922, which declares a state of public health emergency in the Philippines due to COVID-19. On Sunday, Palace Spox confirmed at first an Executive Order regarding this will be signed today. "
"1030","Duterte: *slaps the 4 COVID-19 infected patients* You're welcome Philippines <U+0001F1F5><U+0001F1ED><U+0001F1F5><U+0001F1ED><U+0001F1F5><U+0001F1ED><U+0001F1F5><U+0001F1ED><U+0001F1E8><U+0001F1F3><U+0001F1F5><U+0001F1ED><U+0001F1F5><U+0001F1ED> "
"1031","Philippines President Rodrigo Duterte will formally declare a state of public health emergency over the coronavirus disease (COVID-19) outbreak through an executive order to be released on Monday. "
"1032","President Rodrigo Duterte has just declared the Republic of the Philippines in a State of Health Emergency while COVID-19 cases continue to be reported in Republic of Indonesia. PBCI is attentive to these matters and will postpone our monthly gatherings until further notice. "
"1033","President Rodrigo Duterte has agreed to declare the Philippines under a state of public health emergency today, in response to the first local transmission of "
"1034","And they never considered the Philippines because:

1. It's de facto controlled by China
2. Investor uncertainty due to CITIRA / 2nd tax reform package
3. Covid-19
4. Duterte sucks
5. Same as 4 "
"1035","DOH has raised CODE RED sublevel 1 due to the first local transmission of COVID-19 in the Philippines. They will also recommend to President Duterte to declare State of Public Health Emergency. "
